HOLEID,ESTE,NORTE,COTA,LARGO,Proyecto
06QDR-337,2535819.54,6714480.34,1730.2,102,QDD_Main
06QDR-338,2535939.79,6714445.38,1720.42,120,QDD_Main
06QDR-340,2535724.67,6714013.7,1800.56,102,QDD_Main
06QDR-341,2535519.89,6713864.58,1837.2,200,QDD_Main
06QDR-342,2534796.04,6714118.1,2090.05,220,QDD_Main
06QDR-344,2534951.53,6714271.15,2059.08,200,QDD_Main
06QDR-345,2534948.62,6714263.71,2058.88,200,QDD_Main
06QDR-346,2535121.92,6714235.96,1987.33,102,QDD_Main
06QDR-348,2534635.85,6714084.5,2021.13,100,QDD_Main
06QDR-349,2534442.57,6714321.58,1994.87,102,QDD_Main
06QDR-350,2534353.35,6714220.4,1979.14,102,QDD_Main
06QDR-351,2534270.15,6714260.38,1973.58,120,QDD_Main
06QDR-354,2534108.38,6714339.45,1956.51,100,QDD_Main
06QDR-355,2533975.02,6714377.29,1976.46,102,QDD_Main
06QDR-356,2533987.98,6714231.13,1992.1,102,QDD_Main
06QDR-357,2533893.12,6714320.39,1962.35,102,QDD_Main
06QDR-360,2535860.04,6713057.93,2447.65,400,QDD_Main
06QDR-363,2535998.47,6713107.98,2436.47,346,QDD_Main
06QDR-366,2536006.03,6713109.13,2436.6,400,QDD_Main
06QDR-367,2535464.79,6713330.36,2123.18,210,QDD_Main
07QD-383,2535864.78,6713048.89,2448.06,448.1,QDD_Main
07QD-384,2534209.47,6714072.94,2104.79,294.2,QDD_Main
07QD-385,2535003.96,6713493.19,2026,454.3,QDD_Main
07QD-386,2534695.06,6713882.37,2115.48,154.4,QDD_Main
07QD-387,2534693.23,6713859.4,2113.8,168.1,QDD_Main
07QD-388,2534513.78,6713975.55,2072.7,135.15,QDD_Main
07QD-389,2534801.02,6713836.05,2031.83,185.2,QDD_Main
07QD-390,2535006.16,6713490.45,2025.21,423.55,QDD_Main
07QD-391,2534694.9,6713857.23,2112.45,176.1,QDD_Main
07QD-392,2534732.64,6714066.93,2087,200.3,QDD_Main
07QD-393,2534695.53,6713857.34,2112.62,185.1,QDD_Main
07QD-394,2534694.26,6713881.25,2116.32,150.9,QDD_Main
07QD-395,2534394.9,6713962.49,2083.18,333.2,QDD_Main
07QD-396,2535007.57,6713489.49,2026.31,437.35,QDD_Main
07QD-397,2534492.32,6713953.97,2070.49,156.3,QDD_Main
07QD-398,2534310.84,6714036.92,2095.88,194.85,QDD_Main
07QD-399,2534395.2,6713962.87,2081.79,334.2,QDD_Main
07QD-400,2534167.16,6714163.87,2102.22,187.9,QDD_Main
07QD-401,2534696.12,6713879.11,2114.08,197.7,QDD_Main
07QD-402,2535006.15,6713490.26,2025.59,460.35,QDD_Main
07QD-403,2534262.73,6714261.18,1974.06,165.95,QDD_Main
07QD-404,2534701.75,6713852.24,2111.95,162.5,QDD_Main
07QD-405,2534260.56,6714258.42,1978.26,155.8,QDD_Main
07QD-406,2534701.23,6713852.05,2111.98,227.7,QDD_Main
07QD-407,2535006.66,6713491.07,2025.27,391,QDD_Main
07QD-408,2534261.92,6714253.28,1977.43,236.2,QDD_Main
07QD-409,2534231.02,6714107.6,2070.8,164.6,QDD_Main
07QD-410,2534262.56,6714253.34,1977.14,219.6,QDD_Main
07QD-411,2534232.65,6714111.12,2070.12,196.2,QDD_Main
07QD-412,2534804.43,6713840.25,2034.06,113.8,QDD_Main
07QD-413,2534262.16,6714253.8,1977.45,169.3,QDD_Main
07QD-414,2534804.02,6713840.01,2034.1,174,QDD_Main
07QD-415,2534677.45,6713921.29,2117.6,41.2,QDD_Main
07QD-416,2534678.84,6713919.4,2118.11,73.7,QDD_Main
07QD-417,2534800.7,6713838.02,2035.19,134,QDD_Main
07QD-418,2534450.25,6713937.42,2074.27,81.7,QDD_Main
07QD-419,2534454.64,6713934.55,2074.36,96,QDD_Main
07QD-420,2534106.4,6714338.84,1956.34,150.1,QDD_Main
07QD-421,2534801.17,6713837.02,2033.47,134,QDD_Main
07QD-422,2534366.37,6713992.29,2085.23,103,QDD_Main
07QD-423,2534802.44,6713823.27,2033.03,112.6,QDD_Main
07QD-425,2534262.38,6714253.33,1977.23,175,QDD_Main
07QD-427,2534108.25,6714337.72,1956.66,150.1,QDD_Main
07QD-428,2534314.2,6714035.77,2095.93,59.3,QDD_Main
07QD-430,2534305.01,6714070.07,2071.34,89.1,QDD_Main
07QD-431,2534106.34,6714341.03,1956.3,130.6,QDD_Main
07QD-432,2534264.63,6714254.77,1974.21,222.3,QDD_Main
07QD-433,2534263.79,6714089.02,2070.14,60.15,QDD_Main
07QD-434,2535123.92,6713362.49,2062.48,473.8,QDD_Main
07QD-435,2534109.08,6714337.12,1956.4,158.2,QDD_Main
07QD-436,2534262.96,6714258.06,1973.86,199.05,QDD_Main
07QD-437,2535006.81,6713488.22,2030.05,140,QDD_Main
07QD-443,2533931.42,6714092.24,2036.47,200.5,QDD_Main
07QD-444,2535005.78,6713492.23,2025.16,250.15,QDD_Main
07QD-445,2535008.36,6713494.59,2025.54,457.1,QDD_Main
07QD-446,2533933.93,6714089.38,2035.33,259.1,QDD_Main
07QD-447,2535126.25,6713362.22,2064.12,253.4,QDD_Main
07QD-448,2533935.71,6714087.82,2035.92,300,QDD_Main
07QD-449,2535126.58,6713360.5,2067.64,252.7,QDD_Main
07QD-450,2535006.87,6713489.06,2026.66,479,QDD_Main
07QD-455,2533929.01,6714085,2035,208.3,QDD_Main
07QD-456,2535128,6713367,2060,277.2,QDD_Main
07QD-459,2534265,6714254,1975,179,QDD_Main
07QD-463,2535128.01,6713367,2060,220.1,QDD_Main
07QD-466,2535006,6713491,2026,500.65,QDD_Main
07QD-469,2535126.708,6713365.814,2061.418,142.6,QDD_Main
07QD-473,2534978,6713262,1918.2,346,QDD_Main
07QD-476,2533929.02,6714085,2035,300,QDD_Main
07QD-477,2535006.01,6713491,2026,500,QDD_Main
07QD-481,2533929.03,6714085,2035,354.45,QDD_Main
07QD-482,2534978.01,6713262,1918.2,400,QDD_Main
07QD-483,2535006.02,6713491,2026,466.65,QDD_Main
07QD-484,2533929.04,6714085,2035,250,QDD_Main
07QD-485,2533929.05,6714085,2035,250,QDD_Main
07QD-486,2534978.02,6713262,1918.2,400.1,QDD_Main
07QD-487,2535128.02,6713367,2060,331.5,QDD_Main
07QD-498,2534265.1,6714254.02,1976,96.6,QDD_Main
07QD-499,2534263.232,6714255.481,1974.744,174.2,QDD_Main
07QD-500,2535129.999,6713363.192,2063.14,275.3,QDD_Main
07QD-503,2534262.679,6714261.013,1973.982,181.9,QDD_Main
07QD-504,2534263.203,6714258.8,1973.711,200.2,QDD_Main
07QD-505,2535185.051,6713345.368,2065.962,203.9,QDD_Main
07QD-506,2533935.41,6714086.11,2037.07,241.8,QDD_Main
07QD-509,2535185.05,6713345.37,2064.55,379.6,QDD_Main
07QDR-424,2534698.26,6713865.8,2112.91,150,QDD_Main
07QDR-426,2534698.92,6713867.29,2112.93,150,QDD_Main
07QDR-429,2534703.21,6713860.86,2112.76,150,QDD_Main
07QDR-438,2534687.76,6713951.07,2109.95,156,QDD_Main
07QDR-439,2534707.5,6713902.76,2112.87,150,QDD_Main
07QDR-440,2534704.74,6713900.73,2112.95,138,QDD_Main
07QDR-441,2534480.09,6713942.45,2071.88,132,QDD_Main
07QDR-442,2535889.12,6714116.88,1773.17,130,QDD_Main
07QDR-451,2533802.79,6713721.33,2355.39,400,QDD_Main
07QDR-452,2533804.77,6713720.46,2355.41,400,QDD_Main
07QDR-453,2533845.02,6713756.32,2354.8,400,QDD_Main
07QDR-454,2534242.68,6713500.28,2447.11,400,QDD_Main
07QDR-457,2534152.31,6713565.51,2421.74,400,QDD_Main
07QDR-458,2534126.45,6713728.97,2399.16,400,QDD_Main
07QDR-460,2534126.65,6713729.6,2399.23,450,QDD_Main
07QDR-461,2534123.44,6713731.7,2399.38,450,QDD_Main
07QDR-462,2535582,6712774,2518,403,QDD_Main
07QDR-464,2535582.01,6712774,2518,19,QDD_Main
07QDR-465,2535582.02,6712774,2518,560,QDD_Main
07QDR-467,2535582.62,6712774.05,2517.12,550,QDD_Main
07QDR-468,2535584.95,6712774,2518,550,QDD_Main
07QDR-470,2534146.48,6713564.94,2421.71,554,QDD_Main
07QDR-471,2534144.568,6713562.363,2421.72,550,QDD_Main
07QDR-472,2536420.306,6712728.947,2583.445,500,QDD_Main
07QDR-474,2536413.802,6712733.891,2583.43,500,QDD_Main
07QDR-475,2533892.64,6713609.067,2432.65,450,QDD_Main
07QDR-478,2533846.409,6713758.505,2354.801,400,QDD_Main
07QDR-479,2535586.608,6712768.693,2517.227,550,QDD_Main
07QDR-480,2535583.918,6712773.185,2517.158,504,QDD_Main
07QDR-488,2534697.307,6713862.71,2112.821,175,QDD_Main
07QDR-489,2534703,6713879,2113,76,QDD_Main
07QDR-490,2534705.635,6713902.724,2112.754,80,QDD_Main
07QDR-491,2534703.01,6713879,2113,80,QDD_Main
07QDR-492,2534703.02,6713879,2113,200,QDD_Main
07QDR-493,2534697.005,6713897.594,2113.135,92,QDD_Main
07QDR-494,2534688.245,6713954.625,2109.71,40,QDD_Main
07QDR-495,2534688,6713925,2112,50,QDD_Main
07QDR-496,2534170.06,6714156.036,2102.681,135,QDD_Main
07QDR-497,2534167.003,6714157.316,2102.451,130,QDD_Main
07QDR-501,2536112.05,6712655.523,2610.754,480,QDD_Main
07QDR-502,2536111.502,6712650.692,2610.992,382,QDD_Main
07QDR-507,2535582.24,6712769.3,2517.411,541,QDD_Main
07QDR-508,2535583.56,6712772.11,2517.27,450,QDD_Main
08QD-510,2534974.211,6713261.658,1918.2,451.4,QDD_Main
08QD-511,2533933.99,6714096.63,2032.66,215.8,QDD_Main
08QD-512,2535123.31,6713362.5,2062.62,386.8,QDD_Main
08QD-513,2534161.04,6714152.55,2102.67,158.3,QDD_Main
08QD-514,2534992,6713536,2050,101.2,QDD_Main
08QD-515,2534972.69,6713550.25,2042.21,650,QDD_Main
08QD-516,2534682.79,6713559.19,2274.06,655.7,QDD_Main
08QD-517,2534976.56,6713261.316,1917.422,137.1,QDD_Main
08QD-518,2534980.39,6713263.818,1917.953,106.2,QDD_Main
08QD-519,2534977.929,6713266.812,1918.048,101.9,QDD_Main
08QD-520,2534978.032,6713262.729,1917.876,144.65,QDD_Main
08QD-521,2535120.03,6713363.07,2062.97,373.95,QDD_Main
08QD-522,2534975.287,6713266.406,1917.933,168.7,QDD_Main
08QD-523,2534973.703,6713262.446,1918.522,470.9,QDD_Main
08QD-524,2534682.06,6713560.11,2274.16,647.5,QDD_Main
08QD-525,2535116.87,6713364.97,2063.1,581.45,QDD_Main
08QD-526,2535012.26,6713486.11,2026.63,468.65,QDD_Main
08QD-527,2534938.17,6713571.36,2034.82,570.8,QDD_Main
08QD-528,2534972.7,6713550.25,2042.21,600.4,QDD_Main
08QD-529,2534974.454,6713261.848,1917.843,184.6,QDD_Main
08QD-530,2535013.5,6713487.3,2025.8,476.3,QDD_Main
08QD-531,2534683.892,6713209.286,1885.057,170.2,QDD_Main
08QD-532,2534973.823,6713262.187,1918.259,208.75,QDD_Main
08QD-533,2534938.101,6713578.756,2026.634,602,QDD_Main
08QD-534,2534685.5,6713208.776,1885.744,192.4,QDD_Main
08QD-535,2535009.46,6713487.15,2026,416.4,QDD_Main
08QD-536,2534974.442,6713265.04,1917.953,139.6,QDD_Main
08QD-537,2534685.909,6713208.834,1884.792,209.35,QDD_Main
08QD-538,2534974.422,6713265.1,1917.933,102.4,QDD_Main
08QD-539,2534686.258,6713205.949,1884.311,161.05,QDD_Main
08QD-540,2534979.545,6713266.407,1918,119.5,QDD_Main
08QD-541,2535009.47,6713487.15,2026,485,QDD_Main
08QD-542,2534682.053,6713560.024,2274.089,629.3,QDD_Main
08QD-543,2534979.043,6713262.175,1917.861,138.2,QDD_Main
08QD-544,2534686.998,6713203.009,1885.235,300.6,QDD_Main
08QD-545,2534977.583,6713261.345,1917.439,117.3,QDD_Main
08QD-546,2534974.601,6713261.339,1917.836,156.5,QDD_Main
08QD-547,2534938.123,6713578.099,2026.638,601.3,QDD_Main
08QD-548,2534974.906,6713260.197,1920.001,159.9,QDD_Main
08QD-549,2534686.556,6713202.688,1885.077,199.45,QDD_Main
08QD-550,2534682.033,6713560.004,2275.023,522.2,QDD_Main
08QD-551,2534686.116,6713202.09,1885.29,170.4,QDD_Main
08QD-552,2534974.324,6713266.241,1918.397,110.45,QDD_Main
08QD-553,2534974.139,6713261.223,1920.009,155.2,QDD_Main
08QD-554,2534683.647,6713209.371,1884.268,214.45,QDD_Main
08QD-555,2534685.942,6713208.669,1886.287,233.5,QDD_Main
08QD-556,2534973.562,6713262.77,1918.87,286.4,QDD_Main
08QD-557,2534686.341,6713202.47,1886.754,106.7,QDD_Main
08QD-558,2534686.586,6713202.308,1885.51,110.1,QDD_Main
08QD-559,2534972.645,6713263.605,1918.166,202.35,QDD_Main
08QD-560,2534676.792,6713204.477,1885.109,267.2,QDD_Main
08QD-561,2534973.959,6713261.289,1918.705,208.1,QDD_Main
08QD-562,2534688,6713204,1885.6,211.7,QDD_Main
08QD-563,2534977.333,6713268.244,1919.931,105.8,QDD_Main
08QD-565,2534680.546,6713565.81,2273.81,343.7,QDD_Main
08QD-567,2534977.152,6713267.907,1919.41,121,QDD_Main
08QD-568,2534977.078,6713267.633,1919.192,108.4,QDD_Main
08QD-569,2534676.861,6713204.817,1885.71,268.8,QDD_Main
08QD-570,2534977.22,6713267.708,1918.832,142.2,QDD_Main
08QD-571,2534974.277,6713260.976,1919.806,264.8,QDD_Main
08QD-572,2534676.827,6713204.468,1885.508,405.45,QDD_Main
08QD-573,2534684.809,6713566.548,2275.023,251,QDD_Main
08QD-574,2534973.707,6713266.107,1918.933,220.4,QDD_Main
08QD-575,2534677.153,6713202.959,1885.469,350.95,QDD_Main
08QD-576,2534677.177,6713203.676,1885.636,350.5,QDD_Main
08QDR-564,2535934.484,6712954.044,2479.561,500,QDD_Main
08QDR-566,2535934.026,6712950.906,2479.453,468,QDD_Main
08TE1,2534877,6713173,1905,349.5,QDD_Main
09-MA-010,2534164.47,6714165.54,2091.52,130,QDD_Main
09-MA-011,2534171.46,6714162.25,2091.64,130,QDD_Main
09-MA-012,2534159.99,6714169.65,2091.46,150,QDD_Main
09-MA-013,2534170.4,6714170.73,2091.22,160,QDD_Main
09-MA-014,2534163.97,6714173.93,2091.48,140,QDD_Main
09-MA-016,2534167.31,6714178,2091.32,162,QDD_Main
09QD-577,2534986.415,6713260.938,1920.122,297.8,QDD_Main
09QD-578,2534976.172,6713259.278,1921.328,155.3,QDD_Main
09QD-579,2534570.162,6713234.665,1874.541,482.25,QDD_Main
09QD-580,2534976.885,6713267.468,1918.627,102,QDD_Main
09QD-581,2534676.937,6713202.655,1886.597,150,QDD_Main
09QD-582,2534676.949,6713202.648,1885.966,141.05,QDD_Main
09QD-583,2534676.588,6713202.058,1887.588,181.45,QDD_Main
09QD-584,2534568.893,6713232.695,1874.571,473.15,QDD_Main
09QD-585,2534676.689,6713201.446,1887.396,156.1,QDD_Main
09QD-586,2534679.261,6713198.637,1886.913,155.25,QDD_Main
09QD-587,2534684.518,6713199.508,1887.184,152.9,QDD_Main
09QD-588,2534818,6714186,2042.9,400,QDD_Main
10QD-589,2534978.917,6713262.913,1917.99,115.2,QDD_Main
10QD-590,2534979.536,6713262.282,1917.969,110.6,QDD_Main
10QD-591,2534973.33,6713261.972,1919.057,140,QDD_Main
10QD-592,2534973.33,6713261.868,1919.24,158,QDD_Main
10QD-593,2534571.732,6713232.093,1873.204,165.8,QDD_Main
10QD-594,2534972.831,6713264.948,1918.683,214.3,QDD_Main
10QD-595,2534572.038,6713233.483,1873.249,192,QDD_Main
10QD-596,2534972.765,6713264.957,1919.003,316.6,QDD_Main
10QD-597,2534575.45,6713232.699,1874.103,182.4,QDD_Main
10QD-598,2534263.266,6714258.54,1979.197,209.8,QDD_Main
10QD-599,2534262.155,6714258.961,1978.999,272.2,QDD_Main
10QD-600,2534681.168,6713198.404,1884.797,140,QDD_Main
10QD-601,2534260.637,6714259.988,1979.208,183.15,QDD_Main
10QD-602,2534568.304,6713232.345,1873.514,161.2,QDD_Main
10QD-603,2534676.596,6713201.468,1884.893,245.1,QDD_Main
10QD-604,2534259.452,6714259.615,1981.164,209.2,QDD_Main
10QD-605,2534575.998,6713231.921,1873.677,181.9,QDD_Main
10QD-606,2534677.102,6713204.184,1884.678,163.1,QDD_Main
10QD-607,2534575.601,6713232.594,1874.377,259.9,QDD_Main
10QD-608,2534679.343,6713204.642,1884.697,175,QDD_Main
10QD-609,2534573.142,6713234.439,1874.73,169.1,QDD_Main
10QD-610,2534260.059,6714264.398,1980.236,161,QDD_Main
10QD-611,2534679.573,6713203.603,1884.729,122.4,QDD_Main
10QD-612,2534573.757,6713233.992,1874.291,171.5,QDD_Main
10QD-613,2534260.361,6714264.228,1979.533,134.9,QDD_Main
10QD-614,2534678.483,6713203.922,1884.708,148,QDD_Main
10QD-615,2534573.743,6713233.964,1873.689,213.6,QDD_Main
10QD-616,2534676.862,6713204.239,1885.144,230,QDD_Main
10QD-617,2534259.163,6714262.427,1982.392,134.9,QDD_Main
10QD-618,2534568.754,6713233.826,1873.334,175.3,QDD_Main
10QD-619,2534568.806,6713233.942,1873.689,211.1,QDD_Main
10QD-620,2534679.709,6713204.449,1884.706,125,QDD_Main
10QD-621,2534260.062,6714262.764,1980.113,215.3,QDD_Main
10QD-622,2534685.761,6713208.433,1886.339,228,QDD_Main
10QD-623,2534569.334,6713228.066,1873.21,242.85,QDD_Main
10QD-624,2534688.074,6713208.127,1887.225,160.3,QDD_Main
10QD-625,2534569.591,6713229.215,1873.211,175.3,QDD_Main
10QD-626,2534574.354,6713229.744,1873.264,85.2,QDD_Main
10QD-627,2534683.24,6713209.026,1886.313,145,QDD_Main
10QD-628,2534493.793,6713955.879,2071.149,212.9,QDD_Main
10QD-629,2534575.365,6713229.683,1873.313,87,QDD_Main
10QD-630,2534570.996,6713231.826,1873.239,157.2,QDD_Main
10QD-631,2534681.702,6713209.058,1885.939,186,QDD_Main
10QD-632,2534570.261,6713234.607,1873.934,170.7,QDD_Main
10QD-633,2534492.587,6713956.156,2071.099,156.8,QDD_Main
10QD-634,2534685.589,6713208.504,1886.766,170.7,QDD_Main
10QD-635,2534574.182,6713233.562,1874.667,213,QDD_Main
10QD-636,2534493.775,6713954.674,2071.926,185.5,QDD_Main
10QD-637,2534676.668,6713201.627,1884.884,217.5,QDD_Main
10QD-638,2534574.207,6713233.597,1874.056,225.8,QDD_Main
10QD-639,2534568.504,6713232.128,1874.576,12.8,QDD_Main
10QD-640,2534492.909,6713953.004,2071.4,228.6,QDD_Main
10QD-641,2534491.882,6713953.795,2071.141,121.4,QDD_Main
10QD-642,2534492,6713954,2070,140.15,QDD_Main
10QDM-660,2536201.784,6713021.32,2353.609,185.95,QDD_Main
10QDM-661,2536202.214,6713022.247,2353.602,128,QDD_Main
10QDM-662,2536201.193,6713021.998,2353.516,210.2,QDD_Main
10QDM-663,2536199.878,6713021.78,2353.403,219,QDD_Main
10QDM-664,2536202.724,6713023.157,2353.125,133.7,QDD_Main
10QDM-665,2536200.97,6713023.311,2353.435,317,QDD_Main
10QDM-666,2536204.643,6713025.742,2353.746,116.7,QDD_Main
10QDM-667,2536206.981,6713026.123,2353.81,80.5,QDD_Main
10QDM-668,2536201.608,6713023.851,2353.232,158.7,QDD_Main
10QDM-669,2536200.292,6713024.191,2353.017,151.2,QDD_Main
10QDM-670,2536201.133,6713024.896,2353.112,203,QDD_Main
10QDM-671,2536203.364,6713025.803,2353.286,137.3,QDD_Main
10TR,2533725,6714133,2000.9,1131.98,QDD_Main
10TR-643,2533961.201,6713892.66,1961.7,497.75,QDD_Main
10TR-644,2533815.123,6714051.366,1986.008,188.8,QDD_Main
10TR-645,2533814.833,6714047.765,1986.163,209.7,QDD_Main
10TR-646,2533813.579,6714047.917,1986.638,205,QDD_Main
10TR-647,2533812.679,6714049.083,1986.043,229,QDD_Main
10TR-648,2533811.763,6714048.451,1986.085,210.5,QDD_Main
10TR-649,2533963.312,6713897.449,1961.974,300.1,QDD_Main
10TR-650,2533816.596,6714049.364,1986.084,196.5,QDD_Main
10TR-651,2533816.931,6714050.21,1986.958,339,QDD_Main
10TR-652,2533955.295,6713888.421,1960.948,476.35,QDD_Main
10TR-653,2533816.734,6714048.299,1986.389,354.7,QDD_Main
10TR-654,2533960.829,6713891.971,1960.953,449.6,QDD_Main
10TR-655,2533816.823,6714048.877,1988.286,161.2,QDD_Main
10TR-656,2533814.341,6714048.003,1988.508,100,QDD_Main
10TR-657,2533812.564,6714048.34,1988.318,129.8,QDD_Main
10TR-658,2533813.562,6714048.071,1986.405,546.5,QDD_Main
10TR-659,2533962.572,6713894.156,1961.622,299.85,QDD_Main
11CR-001,2533837.4,6713976.4,1977.5,26.5,QDD_Main
11CR-001-i,2533844.221,6713969.402,1977.5,26,QDD_Main
11QD-672,2533872.6,6713916.44,1968.7,229.65,QDD_Main
11QD-673,2533872.61,6713916.44,1968.7,37.6,QDD_Main
11QD-674,2533872.62,6713916.44,1968.7,128.6,QDD_Main
11QD-675,2533872.63,6713916.44,1968.7,182.8,QDD_Main
11QD-676,2533872.64,6713916.44,1968.7,181.6,QDD_Main
11QD-677,2534235.39,6713663.73,1910.815,501.55,QDD_Main
11QD-678,2534225.448,6713654.479,1912.035,500,QDD_Main
11QD-679,2533872.65,6713916.44,1968.7,175.6,QDD_Main
11QD-680,2533872.66,6713916.44,1968.7,180.1,QDD_Main
11QD-681,2534229.82,6713660.47,1910.465,557.7,QDD_Main
11QD-682,2533872.67,6713916.44,1968.7,500.5,QDD_Main
11QD-683,2534235.38,6713663.73,1910.815,455.5,QDD_Main
11QD-684,2533872.68,6713916.44,1968.7,483.3,QDD_Main
11QD-685,2534246.5,6713499.1,2448,391.9,QDD_Main
11QD-686,2534235.37,6713663.73,1910.815,114.8,QDD_Main
11QD-687,2534229.83,6713660.47,1910.465,116.3,QDD_Main
11QD-688,2534246.51,6713499.1,2448,392,QDD_Main
11QDR-689,2535800,6712680,2520,115,QDD_Main
11QDR-690,2535210,6712905,2490,76,QDD_Main
11QDR-691,2535785,6712705,2520,24,QDD_Main
11QDR-692,2535360,6712845,2500,150,QDD_Main
11QDR-693,2535755,6712705,2520,150,QDD_Main
11QDR-694,2535770,6712715,2520,150,QDD_Main
11QDR-695,2535060,6712910,2500,150,QDD_Main
11QDR-696,2535130,6712895,2500,150,QDD_Main
11TRAM,2533701.55,6714112,2000.9,1136.02,QDD_Main
12-C6,2534312.132,6713507.684,1888.5,25,QDD_Main
12-CIRC-NORTE,2534531,6713345.56,1850,288,QDD_Main
12-CIRCUNV-SUR,2534509.8,6713321,1850,526,QDD_Main
12CR-002,2533965.5,6713846.9,1952.5,26.5,QDD_Main
12CR-003,2534120.7,6713697.2,1922.9,26.5,QDD_Main
12CR-004,2534194.5,6713625.2,1909,26.5,QDD_Main
12CR-005,2534277.2,6713548.2,1894,26.5,QDD_Main
12CR-006,2534390.3,6713442.6,1874.5,22,QDD_Main
12CR-007,2534509.3,6713330.9,1850.9,26.5,QDD_Main
12-GALERIA-SW,2534251.267,6713562.365,1897.18,192,QDD_Main
12QD-697,2534229.84,6713660.47,1910.465,150.7,QDD_Main
12QD-698,2534229.85,6713660.47,1910.465,154.1,QDD_Main
12QD-699,2534229.86,6713660.47,1910.465,146.9,QDD_Main
12QD-700,2534230.065,6713664.771,1910.925,273.6,QDD_Main
12QD-701,2534229.592,6713663.666,1910.779,353.7,QDD_Main
12QD-702,2534229.87,6713660.47,1910.465,292.4,QDD_Main
12QD-703,2534233.8,6713663.717,1913.056,255,QDD_Main
12QD-704,2534223.869,6713662.578,1910.782,250,QDD_Main
12QD-705,2534223.781,6713663.132,1911.842,299.7,QDD_Main
12QD-706,2534233.973,6713663.501,1912.026,420.8,QDD_Main
12QD-707,2534223.812,6713663.032,1912.941,203,QDD_Main
12QD-708,2534234.183,6713663.121,1911.827,396,QDD_Main
12QD-709,2534220.082,6713658.114,1911.424,149,QDD_Main
12QD-710,2534220.37,6713657.177,1911.344,251,QDD_Main
12QD-711,2534232.671,6713660.569,1911.362,409.2,QDD_Main
12QD-712,2534224.563,6713654.886,1910.915,172,QDD_Main
12QD-713,2534314.017,6713480.828,1888.963,390.6,QDD_Main
12QD-714,2534307.741,6713475.332,1889.662,300,QDD_Main
12QD-715,2534231.701,6713659.256,1912.072,402,QDD_Main
12QD-716,2534230.806,6713659.174,1910.978,394.9,QDD_Main
12QD-717,2534307.143,6713475.896,1888.093,450.5,QDD_Main
12QD-718,2534313.702,6713480.285,1888.696,320,QDD_Main
12QD-719,2534313.726,6713480.684,1888.769,320,QDD_Main
12QD-720,2534231.243,6713658.667,1913.031,426,QDD_Main
12QD-721,2534307.851,6713475.187,1888.568,402.3,QDD_Main
12QD-722,2534313.543,6713480.198,1889.31,360,QDD_Main
12QD-723,2534307.871,6713475.057,1888.945,338,QDD_Main
12QD-724,2534313.793,6713480.493,1889.068,334,QDD_Main
12QD-725,2534307.985,6713475.507,1888.373,322.8,QDD_Main
12QD-726,2534227.587,6713656.208,1910.992,200.7,QDD_Main
12QD-727,2534306.123,6713478.282,1888.949,150,QDD_Main
12QD-728,2534314.565,6713486.618,1888.765,22.4,QDD_Main
12QD-729,2534314.779,6713486.658,1887.745,173,QDD_Main
12QD-730,2534306.812,6713480.264,1888.859,244.1,QDD_Main
12QD-731,2534230,6713657.669,1911.927,367.4,QDD_Main
12QD-732,2534314.778,6713486.818,1888.055,170.5,QDD_Main
12QD-733,2534303.481,6713481.501,1888.807,166.8,QDD_Main
12QD-734,2534314.565,6713487.917,1888.137,181.5,QDD_Main
12QD-735,2534303.61,6713483.149,1889.026,200.1,QDD_Main
12QD-736,2534309.686,6713474.759,1890.63,294,QDD_Main
12QD-737,2534228.756,6713656.967,1911.733,367.9,QDD_Main
12QD-738,2534303.379,6713481.911,1888.801,254,QDD_Main
12QD-739,2534310.082,6713475.075,1889.683,300,QDD_Main
12QD-740,2534304.147,6713479.008,1888.887,355.2,QDD_Main
12QD-741,2534309.886,6713475.082,1888.8,348,QDD_Main
12QD-742,2534124.983,6713409.111,1875.355,300,QDD_Main
12QD-743,2534303.73,6713479.036,1889.702,349.7,QDD_Main
12QD-744,2534125.1,6713409.021,1874.597,378,QDD_Main
12QD-745,2534312.321,6713476.229,1889.37,480,QDD_Main
12QD-746,2534304.853,6713477.287,1889.57,366.9,QDD_Main
12QD-747,2534124.986,6713408.909,1875.823,320,QDD_Main
12QD-748,2534125.069,6713409.043,1874.213,551.9,QDD_Main
12QD-749,2534304.941,6713477.533,1889.275,322.5,QDD_Main
12QD-750,2534310.622,6713475.207,1888.886,434,QDD_Main
12QD-751,2534124.824,6713408.951,1874.206,555,QDD_Main
12-RamBelgrano,2534483,6713345,1855.9,140,QDD_Main
13QD-752,2534314.616,6713487.565,1887.743,164.4,QDD_Main
13QD-753,2534315.068,6713488.586,1887.88,161,QDD_Main
13QD-754,2534314.91,6713486.851,1887.826,161,QDD_Main
13QD-755,2534315.245,6713487.113,1888.379,164,QDD_Main
13QD-756,2534304.432,6713484.516,1888.028,354.6,QDD_Main
13QD-757,2534304.318,6713484.496,1888.596,120,QDD_Main
13QD-758,2534304.312,6713484.513,1889.193,115.3,QDD_Main
13QD-759,2534304.253,6713484.444,1889.595,111,QDD_Main
13QD-760,2534303.721,6713479.84,1888.657,354,QDD_Main
13QD-761,2534303.619,6713479.573,1887.475,324,QDD_Main
13QD-762,2534123.147,6713409.475,1874.188,615,QDD_Main
13QD-763,2534303.488,6713479.561,1887.993,304,QDD_Main
