HOLEID,ESTE,NORTE,COTA,LARGO,Proyecto
05QDR-229,2535549.28,6713187.86,2088,150,QDD_Main
05QDR-230,2535543.94,6713191.45,2088,215.5,QDD_Main
06PNR-01,2532113,6715178,2123,132,QDD_Main
06PNR-02,2532182,6715024,2211,150,QDD_Main
06QD-233,2535971,6713129.5,2415.49,414.7,QDD_Main
06QD-234,2534675.45,6713934.37,2111.5,33.46,QDD_Main
06QD-236,2534675.42,6713937.36,2111.7,97.1,QDD_Main
06QD-237,2535120.19,6713362.43,2065.6,217.7,QDD_Main
06QD-238,2536374.08,6713158.61,2312.86,430,QDD_Main
06QD-239,2535182.85,6713345.54,2065.71,277.9,QDD_Main
06QD-240,2535598.73,6712641.16,2584.56,320,QDD_Main
06QD-241,2535184.46,6713344.97,2065.37,116.8,QDD_Main
06QD-242,2535251.47,6713343.22,2057.53,32.15,QDD_Main
06QD-243,2535251.86,6713342.89,2057.51,108.1,QDD_Main
06QD-246,2535465.24,6713313.57,2123.17,124.3,QDD_Main
06QD-250,2535435.43,6712717,2551.46,400,QDD_Main
06QD-254,2535468.85,6713316.91,2123.38,105.8,QDD_Main
06QD-256,2535445.83,6713244.91,2116.78,320,QDD_Main
06QD-263,2534982.1,6712788.7,2600.97,400,QDD_Main
06QD-267,2535574.5,6713149.11,2108.75,225,QDD_Main
06QD-269,2535448.12,6713243.4,2116.06,320,QDD_Main
06QD-276,2535571.24,6713149.79,2112.52,200,QDD_Main
06QD-288,2535217.34,6713423.17,2013.85,479.05,QDD_Main
06QD-290,2535347.55,6713269.95,2108.49,225,QDD_Main
06QD-291,2535245.02,6713338.01,2057.5,111.7,QDD_Main
06QD-294,2535347.79,6713270.01,2105.19,307.8,QDD_Main
06QD-295,2536187.97,6713247.19,2315.92,50,QDD_Main
06QD-296,2536212.06,6713235.48,2312.79,100,QDD_Main
06QD-298,2536306.07,6713080.05,2325.5,313.5,QDD_Main
06QD-300,2536132.38,6713684.1,1861.39,360.75,QDD_Main
06QD-302,2535012.27,6713485.88,2026.67,419.6,QDD_Main
06QD-303,2536284.58,6713102.06,2327.78,210.2,QDD_Main
06QD-306,2536284.58,6713102.06,2327,230.1,QDD_Main
06QD-309,2535012.51,6713486.42,2025.85,387.5,QDD_Main
06QD-311,2536136.45,6713227,2312.46,124.9,QDD_Main
06QD-312,2535328.84,6713468.32,1969.81,350,QDD_Main
06QD-313,2535241.76,6713296.16,2076.84,252.05,QDD_Main
06QD-314,2536283.76,6713103.43,2328.13,255.3,QDD_Main
06QD-315,2535657.01,6713098.52,2136.75,293.6,QDD_Main
06QD-317,2536306.07,6713080.05,2326.03,274.25,QDD_Main
06QD-318,2535655.72,6713100.62,2135.32,330.4,QDD_Main
06QD-319,2535445.54,6713245.28,2116.26,266,QDD_Main
06QD-320,2536280.93,6713107.47,2327.4,253.35,QDD_Main
06QD-321,2535008.41,6713488.92,2025.51,380,QDD_Main
06QD-322,2535123.99,6713366.03,2063.8,290.1,QDD_Main
06QD-324,2535871.81,6713114.94,2407.69,319.9,QDD_Main
06QD-328,2534899.31,6713790.74,2028.25,252,QDD_Main
06QD-329,2534898.45,6713789.05,2028.62,224.5,QDD_Main
06QD-330,2535006.13,6713490.55,2025.5,427.05,QDD_Main
06QD-331,2535238.52,6713296.85,2076.15,381.65,QDD_Main
06QD-332,2535123.56,6713365.92,2061.45,399.1,QDD_Main
06QD-333,2535010.86,6713487.25,2025.53,287.25,QDD_Main
06QD-334,2535183.76,6713346.11,2063.58,300.25,QDD_Main
06QD-339,2535124.19,6713366.31,2061.57,403.55,QDD_Main
06QD-343,2535010.66,6713486.64,2026.33,446.6,QDD_Main
06QD-347,2535184.38,6713347.01,2063.62,237,QDD_Main
06QD-352,2534358.17,6713991.34,2087.52,76.1,QDD_Main
06QD-353,2534672.36,6713937.35,2114.49,25.45,QDD_Main
06QD-358,2535006.93,6713489.49,2025.77,442.7,QDD_Main
06QD-359,2534693.94,6713882.83,2117.4,84.45,QDD_Main
06QD-361,2534357.61,6713993.62,2087.55,84.8,QDD_Main
06QD-362,2534691.76,6713858.07,2115.97,125.7,QDD_Main
06QD-364,2534228.04,6714113.92,2070.42,200.05,QDD_Main
06QD-365,2534265.1,6714254.02,1974.21,242.65,QDD_Main
06QD-368,2534261.69,6714087.34,2070.38,179,QDD_Main
06QD-369,2534266.19,6714254.77,1973.65,208.6,QDD_Main
06QD-370,2534262.15,6714087.41,2070.38,160.05,QDD_Main
06QD-371,2535008.88,6713487.74,2027.32,334.3,QDD_Main
06QD-372,2534262.61,6714087.48,2070.38,186.5,QDD_Main
06QD-373,2535867.7,6713118.71,2407.52,347.3,QDD_Main
06QD-374,2535009.59,6713487.41,2027.14,503.8,QDD_Main
06QD-375,2534268.32,6714084.65,2070.46,150.3,QDD_Main
06QD-376,2534309.26,6714071.81,2071.57,105,QDD_Main
06QD-377,2535874.13,6713114.77,2407.54,461.3,QDD_Main
06QD-378,2534309.15,6714071.29,2071.53,168.75,QDD_Main
06QD-379,2534402.09,6713957.7,2080.68,83.1,QDD_Main
06QD-380,2535007.74,6713488.44,2026.24,413.9,QDD_Main
06QD-381,2535871.15,6713119.92,2407.48,286.3,QDD_Main
06QD-382,2534403.16,6713957.32,2080.78,215.7,QDD_Main
06QDR-231,2535366.36,6713302.13,2104.34,186,QDD_Main
06QDR-232,2535465.08,6713310.46,2123.34,143,QDD_Main
06QDR-235,2535544.42,6713192.11,2088,400,QDD_Main
06QDR-244,2536230.09,6713138.4,2374.14,100,QDD_Main
06QDR-245,2536227.36,6713140.95,2373.66,100,QDD_Main
06QDR-247,2536224.77,6713133.66,2374.14,108,QDD_Main
06QDR-248,2536223.62,6713142.58,2374.14,162,QDD_Main
06QDR-249,2536230.35,6713208.72,2326.52,100,QDD_Main
06QDR-251,2536233.93,6713207.56,2326.5,100,QDD_Main
06QDR-252,2536049.79,6713163.42,2408.43,378,QDD_Main
06QDR-253,2536047.05,6713162.43,2408.77,366,QDD_Main
06QDR-255,2535789.41,6713727.99,1935.79,170,QDD_Main
06QDR-257,2535705,6713654,1969,31,QDD_Main
06QDR-258,2535522.89,6713492.34,1980.82,276,QDD_Main
06QDR-259,2535333.46,6713471.78,1969.43,398,QDD_Main
06QDR-260,2535644.79,6713114.48,2134.66,186,QDD_Main
06QDR-261,2535647.15,6713117.6,2134.75,158,QDD_Main
06QDR-262,2535650.17,6713115.77,2134.76,144,QDD_Main
06QDR-264,2535995.31,6713964.44,1795.53,200,QDD_Main
06QDR-265,2536009.44,6713861.76,1813,186,QDD_Main
06QDR-266,2535885.55,6714100.27,1774.44,200,QDD_Main
06QDR-268,2539273,6712687,1847,198,QDD_Main
06QDR-270,2540129,6712983,1678,200,QDD_Main
06QDR-271,2536160.63,6713126.47,2385.69,210,QDD_Main
06QDR-272,2536160.57,6713125.11,2386.06,144,QDD_Main
06QDR-273,2536220.25,6713135.81,2374.2,160,QDD_Main
06QDR-274,2536114.6,6713190.52,2354.93,120,QDD_Main
06QDR-275,2536248.93,6713179.67,2327.51,76,QDD_Main
06QDR-277,2536265.51,6713132.53,2327.51,84,QDD_Main
06QDR-278,2536270.94,6713225.61,2303.02,50,QDD_Main
06QDR-279,2536237.54,6713265.85,2290.56,120,QDD_Main
06QDR-280,2536235.25,6713267.11,2290.4,108,QDD_Main
06QDR-281,2536208.33,6713285.41,2287.21,108,QDD_Main
06QDR-282,2536207.54,6713288.33,2287.21,156,QDD_Main
06QDR-283,2536201.38,6713287.8,2287.2,144,QDD_Main
06QDR-284,2536004.49,6713110.81,2436.33,324,QDD_Main
06QDR-285,2536001.33,6713102.81,2436.54,300,QDD_Main
06QDR-286,2536087.21,6713054.04,2466.29,300,QDD_Main
06QDR-287,2536093.42,6713055.62,2465.81,278,QDD_Main
06QDR-289,2535646.81,6713110.34,2134.89,252,QDD_Main
06QDR-292,2538305,6713710,1771,138,QDD_Main
06QDR-293,2539156.06,6713283.24,1822.35,150,QDD_Main
06QDR-297,2539282,6712979.36,1820,90,QDD_Main
06QDR-299,2539092.47,6713743.67,1772.73,82,QDD_Main
06QDR-301,2535465,6713313.61,2123.51,124,QDD_Main
06QDR-305,2536187.53,6713248.09,2315.82,50,QDD_Main
06QDR-307,2536142.8,6713020.82,2458.83,228,QDD_Main
06QDR-308,2536143.86,6713020.21,2458.86,274,QDD_Main
06QDR-310,2536126.42,6712909.02,2510.81,300,QDD_Main
06QDR-316,2532503.95,6714192.68,2256.52,196,QDD_Main
06QDR-323,2535474.23,6713233.95,2108.38,210,QDD_Main
06QDR-325,2535473.62,6713232.91,2108.38,216,QDD_Main
06QDR-326,2535466.16,6713232.63,2108.62,186,QDD_Main
06QDR-327,2535647.4,6713111.28,2134.83,306,QDD_Main
06QDR-335,2535875.67,6714129.8,1770.26,102,QDD_Main
06QDR-336,2535875.45,6714117.59,1770.57,102,QDD_Main
