HOLEID,ESTE,NORTE,COTA,LARGO,Proyecto
07QDR-453,2533845.02,6713756.32,2354.8,400,Potenciales
07QDR-454,2534242.68,6713500.28,2447.11,400,Potenciales
07QDR-457,2534152.31,6713565.51,2421.74,400,Potenciales
07QDR-458,2534126.45,6713728.97,2399.16,400,Potenciales
07QDR-460,2534126.65,6713729.6,2399.23,450,Potenciales
07QDR-461,2534123.44,6713731.7,2399.38,450,Potenciales
07QDR-462,2535582,6712774,2518,403,Potenciales
07QDR-464,2535582.01,6712774,2518,19,Potenciales
07QDR-465,2535582.02,6712774,2518,560,Potenciales
07QDR-467,2535582.62,6712774.05,2517.12,550,Potenciales
07QDR-468,2535584.95,6712774,2518,550,Potenciales
07QDR-470,2534146.48,6713564.94,2421.71,554,Potenciales
07QDR-471,2534144.568,6713562.363,2421.72,550,Potenciales
07QDR-472,2536420.306,6712728.947,2583.445,500,Potenciales
07QDR-474,2536413.802,6712733.891,2583.43,500,Potenciales
07QDR-475,2533892.64,6713609.067,2432.65,450,Potenciales
07QDR-478,2533846.409,6713758.505,2354.801,400,Potenciales
07QDR-479,2535586.608,6712768.693,2517.227,550,Potenciales
07QDR-480,2535583.918,6712773.185,2517.158,504,Potenciales
07QDR-488,2534697.307,6713862.71,2112.821,175,Potenciales
07QDR-489,2534703,6713879,2113,76,Potenciales
07QDR-490,2534705.635,6713902.724,2112.754,80,Potenciales
07QDR-491,2534703.01,6713879,2113,80,Potenciales
07QDR-492,2534703.02,6713879,2113,200,Potenciales
07QDR-493,2534697.005,6713897.594,2113.135,92,Potenciales
07QDR-494,2534688.245,6713954.625,2109.71,40,Potenciales
07QDR-495,2534688,6713925,2112,50,Potenciales
07QDR-496,2534170.06,6714156.036,2102.681,135,Potenciales
07QDR-497,2534167.003,6714157.316,2102.451,130,Potenciales
07QDR-501,2536112.05,6712655.523,2610.754,480,Potenciales
07QDR-502,2536111.502,6712650.692,2610.992,382,Potenciales
07QDR-507,2535582.24,6712769.3,2517.411,541,Potenciales
07QDR-508,2535583.56,6712772.11,2517.27,450,Potenciales
08QD-510,2534974.211,6713261.658,1918.2,451.4,Potenciales
08QD-511,2533933.99,6714096.63,2032.66,215.8,Potenciales
08QD-512,2535123.31,6713362.5,2062.62,386.8,Potenciales
08QD-513,2534161.04,6714152.55,2102.67,158.3,Potenciales
08QD-514,2534992,6713536,2050,101.2,Potenciales
08QD-515,2534972.69,6713550.25,2042.21,650,Potenciales
08QD-516,2534682.79,6713559.19,2274.06,655.7,Potenciales
08QD-517,2534976.56,6713261.316,1917.422,137.1,Potenciales
08QD-518,2534980.39,6713263.818,1917.953,106.2,Potenciales
08QD-519,2534977.929,6713266.812,1918.048,101.9,Potenciales
08QD-520,2534978.032,6713262.729,1917.876,144.65,Potenciales
08QD-521,2535120.03,6713363.07,2062.97,373.95,Potenciales
08QD-522,2534975.287,6713266.406,1917.933,168.7,Potenciales
08QD-523,2534973.703,6713262.446,1918.522,470.9,Potenciales
08QD-524,2534682.06,6713560.11,2274.16,647.5,Potenciales
08QD-525,2535116.87,6713364.97,2063.1,581.45,Potenciales
08QD-526,2535012.26,6713486.11,2026.63,468.65,Potenciales
08QD-527,2534938.17,6713571.36,2034.82,570.8,Potenciales
08QD-528,2534972.7,6713550.25,2042.21,600.4,Potenciales
08QD-529,2534974.454,6713261.848,1917.843,184.6,Potenciales
08QD-530,2535013.5,6713487.3,2025.8,476.3,Potenciales
08QD-531,2534683.892,6713209.286,1885.057,170.2,Potenciales
08QD-532,2534973.823,6713262.187,1918.259,208.75,Potenciales
08QD-533,2534938.101,6713578.756,2026.634,602,Potenciales
08QD-534,2534685.5,6713208.776,1885.744,192.4,Potenciales
08QD-535,2535009.46,6713487.15,2026,416.4,Potenciales
08QD-536,2534974.442,6713265.04,1917.953,139.6,Potenciales
08QD-537,2534685.909,6713208.834,1884.792,209.35,Potenciales
08QD-538,2534974.422,6713265.1,1917.933,102.4,Potenciales
08QD-539,2534686.258,6713205.949,1884.311,161.05,Potenciales
08QD-540,2534979.545,6713266.407,1918,119.5,Potenciales
08QD-541,2535009.47,6713487.15,2026,485,Potenciales
08QD-542,2534682.053,6713560.024,2274.089,629.3,Potenciales
08QD-543,2534979.043,6713262.175,1917.861,138.2,Potenciales
08QD-544,2534686.998,6713203.009,1885.235,300.6,Potenciales
08QD-545,2534977.583,6713261.345,1917.439,117.3,Potenciales
08QD-546,2534974.601,6713261.339,1917.836,156.5,Potenciales
08QD-547,2534938.123,6713578.099,2026.638,601.3,Potenciales
08QD-548,2534974.906,6713260.197,1920.001,159.9,Potenciales
08QD-549,2534686.556,6713202.688,1885.077,199.45,Potenciales
08QD-550,2534682.033,6713560.004,2275.023,522.2,Potenciales
08QD-551,2534686.116,6713202.09,1885.29,170.4,Potenciales
08QD-552,2534974.324,6713266.241,1918.397,110.45,Potenciales
08QD-553,2534974.139,6713261.223,1920.009,155.2,Potenciales
08QD-554,2534683.647,6713209.371,1884.268,214.45,Potenciales
08QD-555,2534685.942,6713208.669,1886.287,233.5,Potenciales
08QD-556,2534973.562,6713262.77,1918.87,286.4,Potenciales
08QD-557,2534686.341,6713202.47,1886.754,106.7,Potenciales
08QD-558,2534686.586,6713202.308,1885.51,110.1,Potenciales
08QD-559,2534972.645,6713263.605,1918.166,202.35,Potenciales
08QD-560,2534676.792,6713204.477,1885.109,267.2,Potenciales
08QD-561,2534973.959,6713261.289,1918.705,208.1,Potenciales
08QD-562,2534688,6713204,1885.6,211.7,Potenciales
08QD-563,2534977.333,6713268.244,1919.931,105.8,Potenciales
08QD-565,2534680.546,6713565.81,2273.81,343.7,Potenciales
08QD-567,2534977.152,6713267.907,1919.41,121,Potenciales
08QD-568,2534977.078,6713267.633,1919.192,108.4,Potenciales
08QD-569,2534676.861,6713204.817,1885.71,268.8,Potenciales
08QD-570,2534977.22,6713267.708,1918.832,142.2,Potenciales
08QD-571,2534974.277,6713260.976,1919.806,264.8,Potenciales
08QD-572,2534676.827,6713204.468,1885.508,405.45,Potenciales
08QD-573,2534684.809,6713566.548,2275.023,251,Potenciales
08QD-574,2534973.707,6713266.107,1918.933,220.4,Potenciales
08QD-575,2534677.153,6713202.959,1885.469,350.95,Potenciales
08QD-576,2534677.177,6713203.676,1885.636,350.5,Potenciales
08QDR-564,2535934.484,6712954.044,2479.561,500,Potenciales
08QDR-566,2535934.026,6712950.906,2479.453,468,Potenciales
08TE1,2534877,6713173,1905,349.5,Potenciales
09-MA-010,2534164.47,6714165.54,2091.52,130,Potenciales
09-MA-011,2534171.46,6714162.25,2091.64,130,Potenciales
09-MA-012,2534159.99,6714169.65,2091.46,150,Potenciales
09-MA-013,2534170.4,6714170.73,2091.22,160,Potenciales
09-MA-014,2534163.97,6714173.93,2091.48,140,Potenciales
09-MA-016,2534167.31,6714178,2091.32,162,Potenciales
09QD-577,2534986.415,6713260.938,1920.122,297.8,Potenciales
09QD-578,2534976.172,6713259.278,1921.328,155.3,Potenciales
09QD-579,2534570.162,6713234.665,1874.541,482.25,Potenciales
09QD-580,2534976.885,6713267.468,1918.627,102,Potenciales
09QD-581,2534676.937,6713202.655,1886.597,150,Potenciales
09QD-582,2534676.949,6713202.648,1885.966,141.05,Potenciales
09QD-583,2534676.588,6713202.058,1887.588,181.45,Potenciales
09QD-584,2534568.893,6713232.695,1874.571,473.15,Potenciales
09QD-585,2534676.689,6713201.446,1887.396,156.1,Potenciales
09QD-586,2534679.261,6713198.637,1886.913,155.25,Potenciales
09QD-587,2534684.518,6713199.508,1887.184,152.9,Potenciales
09QD-588,2534818,6714186,2042.9,400,Potenciales
10QD-589,2534978.917,6713262.913,1917.99,115.2,Potenciales
10QD-590,2534979.536,6713262.282,1917.969,110.6,Potenciales
10QD-591,2534973.33,6713261.972,1919.057,140,Potenciales
10QD-592,2534973.33,6713261.868,1919.24,158,Potenciales
10QD-593,2534571.732,6713232.093,1873.204,165.8,Potenciales
10QD-594,2534972.831,6713264.948,1918.683,214.3,Potenciales
10QD-595,2534572.038,6713233.483,1873.249,192,Potenciales
10QD-596,2534972.765,6713264.957,1919.003,316.6,Potenciales
10QD-597,2534575.45,6713232.699,1874.103,182.4,Potenciales
10QD-598,2534263.266,6714258.54,1979.197,209.8,Potenciales
10QD-599,2534262.155,6714258.961,1978.999,272.2,Potenciales
10QD-600,2534681.168,6713198.404,1884.797,140,Potenciales
10QD-601,2534260.637,6714259.988,1979.208,183.15,Potenciales
10QD-602,2534568.304,6713232.345,1873.514,161.2,Potenciales
10QD-603,2534676.596,6713201.468,1884.893,245.1,Potenciales
10QD-604,2534259.452,6714259.615,1981.164,209.2,Potenciales
10QD-605,2534575.998,6713231.921,1873.677,181.9,Potenciales
10QD-606,2534677.102,6713204.184,1884.678,163.1,Potenciales
10QD-607,2534575.601,6713232.594,1874.377,259.9,Potenciales
10QD-608,2534679.343,6713204.642,1884.697,175,Potenciales
10QD-609,2534573.142,6713234.439,1874.73,169.1,Potenciales
10QD-610,2534260.059,6714264.398,1980.236,161,Potenciales
10QD-611,2534679.573,6713203.603,1884.729,122.4,Potenciales
10QD-612,2534573.757,6713233.992,1874.291,171.5,Potenciales
10QD-613,2534260.361,6714264.228,1979.533,134.9,Potenciales
10QD-614,2534678.483,6713203.922,1884.708,148,Potenciales
10QD-615,2534573.743,6713233.964,1873.689,213.6,Potenciales
10QD-616,2534676.862,6713204.239,1885.144,230,Potenciales
10QD-617,2534259.163,6714262.427,1982.392,134.9,Potenciales
10QD-618,2534568.754,6713233.826,1873.334,175.3,Potenciales
10QD-619,2534568.806,6713233.942,1873.689,211.1,Potenciales
10QD-620,2534679.709,6713204.449,1884.706,125,Potenciales
10QD-621,2534260.062,6714262.764,1980.113,215.3,Potenciales
10QD-622,2534685.761,6713208.433,1886.339,228,Potenciales
10QD-623,2534569.334,6713228.066,1873.21,242.85,Potenciales
10QD-624,2534688.074,6713208.127,1887.225,160.3,Potenciales
10QD-625,2534569.591,6713229.215,1873.211,175.3,Potenciales
10QD-626,2534574.354,6713229.744,1873.264,85.2,Potenciales
10QD-627,2534683.24,6713209.026,1886.313,145,Potenciales
10QD-628,2534493.793,6713955.879,2071.149,212.9,Potenciales
10QD-629,2534575.365,6713229.683,1873.313,87,Potenciales
10QD-630,2534570.996,6713231.826,1873.239,157.2,Potenciales
10QD-631,2534681.702,6713209.058,1885.939,186,Potenciales
10QD-632,2534570.261,6713234.607,1873.934,170.7,Potenciales
10QD-633,2534492.587,6713956.156,2071.099,156.8,Potenciales
10QD-634,2534685.589,6713208.504,1886.766,170.7,Potenciales
10QD-635,2534574.182,6713233.562,1874.667,213,Potenciales
10QD-636,2534493.775,6713954.674,2071.926,185.5,Potenciales
10QD-637,2534676.668,6713201.627,1884.884,217.5,Potenciales
10QD-638,2534574.207,6713233.597,1874.056,225.8,Potenciales
10QD-639,2534568.504,6713232.128,1874.576,12.8,Potenciales
10QD-640,2534492.909,6713953.004,2071.4,228.6,Potenciales
10QD-641,2534491.882,6713953.795,2071.141,121.4,Potenciales
10QD-642,2534492,6713954,2070,140.15,Potenciales
10QDM-660,2536201.784,6713021.32,2353.609,185.95,Potenciales
10QDM-661,2536202.214,6713022.247,2353.602,128,Potenciales
10QDM-662,2536201.193,6713021.998,2353.516,210.2,Potenciales
10QDM-663,2536199.878,6713021.78,2353.403,219,Potenciales
10QDM-664,2536202.724,6713023.157,2353.125,133.7,Potenciales
10QDM-665,2536200.97,6713023.311,2353.435,317,Potenciales
10QDM-666,2536204.643,6713025.742,2353.746,116.7,Potenciales
10QDM-667,2536206.981,6713026.123,2353.81,80.5,Potenciales
10QDM-668,2536201.608,6713023.851,2353.232,158.7,Potenciales
10QDM-669,2536200.292,6713024.191,2353.017,151.2,Potenciales
10QDM-670,2536201.133,6713024.896,2353.112,203,Potenciales
10QDM-671,2536203.364,6713025.803,2353.286,137.3,Potenciales
10TR,2533725,6714133,2000.9,1131.98,Potenciales
10TR-643,2533961.201,6713892.66,1961.7,497.75,Potenciales
10TR-644,2533815.123,6714051.366,1986.008,188.8,Potenciales
10TR-645,2533814.833,6714047.765,1986.163,209.7,Potenciales
10TR-646,2533813.579,6714047.917,1986.638,205,Potenciales
10TR-647,2533812.679,6714049.083,1986.043,229,Potenciales
10TR-648,2533811.763,6714048.451,1986.085,210.5,Potenciales
10TR-649,2533963.312,6713897.449,1961.974,300.1,Potenciales
10TR-650,2533816.596,6714049.364,1986.084,196.5,Potenciales
10TR-651,2533816.931,6714050.21,1986.958,339,Potenciales
10TR-652,2533955.295,6713888.421,1960.948,476.35,Potenciales
10TR-653,2533816.734,6714048.299,1986.389,354.7,Potenciales
10TR-654,2533960.829,6713891.971,1960.953,449.6,Potenciales
10TR-655,2533816.823,6714048.877,1988.286,161.2,Potenciales
10TR-656,2533814.341,6714048.003,1988.508,100,Potenciales
10TR-657,2533812.564,6714048.34,1988.318,129.8,Potenciales
10TR-658,2533813.562,6714048.071,1986.405,546.5,Potenciales
10TR-659,2533962.572,6713894.156,1961.622,299.85,Potenciales
11CR-001,2533837.4,6713976.4,1977.5,26.5,Potenciales
11CR-001-i,2533844.221,6713969.402,1977.5,26,Potenciales
11QD-672,2533872.6,6713916.44,1968.7,229.65,Potenciales
11QD-673,2533872.61,6713916.44,1968.7,37.6,Potenciales
11QD-674,2533872.62,6713916.44,1968.7,128.6,Potenciales
11QD-675,2533872.63,6713916.44,1968.7,182.8,Potenciales
11QD-676,2533872.64,6713916.44,1968.7,181.6,Potenciales
11QD-677,2534235.39,6713663.73,1910.815,501.55,Potenciales
11QD-678,2534225.448,6713654.479,1912.035,500,Potenciales
11QD-679,2533872.65,6713916.44,1968.7,175.6,Potenciales
11QD-680,2533872.66,6713916.44,1968.7,180.1,Potenciales
11QD-681,2534229.82,6713660.47,1910.465,557.7,Potenciales
11QD-682,2533872.67,6713916.44,1968.7,500.5,Potenciales
11QD-683,2534235.38,6713663.73,1910.815,455.5,Potenciales
11QD-684,2533872.68,6713916.44,1968.7,483.3,Potenciales
11QD-685,2534246.5,6713499.1,2448,391.9,Potenciales
11QD-686,2534235.37,6713663.73,1910.815,114.8,Potenciales
11QD-687,2534229.83,6713660.47,1910.465,116.3,Potenciales
11QD-688,2534246.51,6713499.1,2448,392,Potenciales
11QDR-689,2535800,6712680,2520,115,Potenciales
11QDR-690,2535210,6712905,2490,76,Potenciales
11QDR-691,2535785,6712705,2520,24,Potenciales
11QDR-692,2535360,6712845,2500,150,Potenciales
11QDR-693,2535755,6712705,2520,150,Potenciales
11QDR-694,2535770,6712715,2520,150,Potenciales
11QDR-695,2535060,6712910,2500,150,Potenciales
11QDR-696,2535130,6712895,2500,150,Potenciales
11TRAM,2533701.55,6714112,2000.9,1136.02,Potenciales
12-C6,2534312.132,6713507.684,1888.5,25,Potenciales
12-CIRC-NORTE,2534531,6713345.56,1850,288,Potenciales
12-CIRCUNV-SUR,2534509.8,6713321,1850,526,Potenciales
12CR-002,2533965.5,6713846.9,1952.5,26.5,Potenciales
12CR-003,2534120.7,6713697.2,1922.9,26.5,Potenciales
12CR-004,2534194.5,6713625.2,1909,26.5,Potenciales
12CR-005,2534277.2,6713548.2,1894,26.5,Potenciales
12CR-006,2534390.3,6713442.6,1874.5,22,Potenciales
12CR-007,2534509.3,6713330.9,1850.9,26.5,Potenciales
12-GALERIA-SW,2534251.267,6713562.365,1897.18,192,Potenciales
12QD-697,2534229.84,6713660.47,1910.465,150.7,Potenciales
12QD-698,2534229.85,6713660.47,1910.465,154.1,Potenciales
12QD-699,2534229.86,6713660.47,1910.465,146.9,Potenciales
12QD-700,2534230.065,6713664.771,1910.925,273.6,Potenciales
12QD-701,2534229.592,6713663.666,1910.779,353.7,Potenciales
12QD-702,2534229.87,6713660.47,1910.465,292.4,Potenciales
12QD-703,2534233.8,6713663.717,1913.056,255,Potenciales
12QD-704,2534223.869,6713662.578,1910.782,250,Potenciales
12QD-705,2534223.781,6713663.132,1911.842,299.7,Potenciales
12QD-706,2534233.973,6713663.501,1912.026,420.8,Potenciales
12QD-707,2534223.812,6713663.032,1912.941,203,Potenciales
12QD-708,2534234.183,6713663.121,1911.827,396,Potenciales
12QD-709,2534220.082,6713658.114,1911.424,149,Potenciales
12QD-710,2534220.37,6713657.177,1911.344,251,Potenciales
12QD-711,2534232.671,6713660.569,1911.362,409.2,Potenciales
12QD-712,2534224.563,6713654.886,1910.915,172,Potenciales
12QD-713,2534314.017,6713480.828,1888.963,390.6,Potenciales
12QD-714,2534307.741,6713475.332,1889.662,300,Potenciales
12QD-715,2534231.701,6713659.256,1912.072,402,Potenciales
12QD-716,2534230.806,6713659.174,1910.978,394.9,Potenciales
12QD-717,2534307.143,6713475.896,1888.093,450.5,Potenciales
12QD-718,2534313.702,6713480.285,1888.696,320,Potenciales
12QD-719,2534313.726,6713480.684,1888.769,320,Potenciales
12QD-720,2534231.243,6713658.667,1913.031,426,Potenciales
12QD-721,2534307.851,6713475.187,1888.568,402.3,Potenciales
12QD-722,2534313.543,6713480.198,1889.31,360,Potenciales
12QD-723,2534307.871,6713475.057,1888.945,338,Potenciales
12QD-724,2534313.793,6713480.493,1889.068,334,Potenciales
12QD-725,2534307.985,6713475.507,1888.373,322.8,Potenciales
12QD-726,2534227.587,6713656.208,1910.992,200.7,Potenciales
12QD-727,2534306.123,6713478.282,1888.949,150,Potenciales
12QD-728,2534314.565,6713486.618,1888.765,22.4,Potenciales
12QD-729,2534314.779,6713486.658,1887.745,173,Potenciales
12QD-730,2534306.812,6713480.264,1888.859,244.1,Potenciales
12QD-731,2534230,6713657.669,1911.927,367.4,Potenciales
12QD-732,2534314.778,6713486.818,1888.055,170.5,Potenciales
12QD-733,2534303.481,6713481.501,1888.807,166.8,Potenciales
12QD-734,2534314.565,6713487.917,1888.137,181.5,Potenciales
12QD-735,2534303.61,6713483.149,1889.026,200.1,Potenciales
12QD-736,2534309.686,6713474.759,1890.63,294,Potenciales
12QD-737,2534228.756,6713656.967,1911.733,367.9,Potenciales
12QD-738,2534303.379,6713481.911,1888.801,254,Potenciales
12QD-739,2534310.082,6713475.075,1889.683,300,Potenciales
12QD-740,2534304.147,6713479.008,1888.887,355.2,Potenciales
12QD-741,2534309.886,6713475.082,1888.8,348,Potenciales
12QD-742,2534124.983,6713409.111,1875.355,300,Potenciales
12QD-743,2534303.73,6713479.036,1889.702,349.7,Potenciales
12QD-744,2534125.1,6713409.021,1874.597,378,Potenciales
12QD-745,2534312.321,6713476.229,1889.37,480,Potenciales
12QD-746,2534304.853,6713477.287,1889.57,366.9,Potenciales
12QD-747,2534124.986,6713408.909,1875.823,320,Potenciales
12QD-748,2534125.069,6713409.043,1874.213,551.9,Potenciales
12QD-749,2534304.941,6713477.533,1889.275,322.5,Potenciales
12QD-750,2534310.622,6713475.207,1888.886,434,Potenciales
12QD-751,2534124.824,6713408.951,1874.206,555,Potenciales
12-RamBelgrano,2534483,6713345,1855.9,96,Potenciales
13QD-752,2534314.616,6713487.565,1887.743,164.4,Potenciales
13QD-753,2534315.068,6713488.586,1887.88,161,Potenciales
13QD-754,2534314.91,6713486.851,1887.826,161,Potenciales
13QD-755,2534315.245,6713487.113,1888.379,164,Potenciales
13QD-756,2534304.432,6713484.516,1888.028,354.6,Potenciales
13QD-757,2534304.318,6713484.496,1888.596,120,Potenciales
13QD-758,2534304.312,6713484.513,1889.193,115.3,Potenciales
13QD-759,2534304.253,6713484.444,1889.595,111,Potenciales
13QD-760,2534303.721,6713479.84,1888.657,354,Potenciales
13QD-761,2534303.619,6713479.573,1887.475,324,Potenciales
13QD-762,2534123.147,6713409.475,1874.188,615,Potenciales
13QD-763,2534303.488,6713479.561,1887.993,304,Potenciales
13QD-764,2534303.372,6713479.266,1888.879,314,Potenciales
13QD-765,2534303.253,6713479.412,1889.809,225,Potenciales
13QD-766,2534123.041,6713409.23,1874.313,765.2,Potenciales
13QD-767,2534303.928,6713483.38,1887.968,160,Potenciales
13QD-768,2534303.628,6713483.422,1887.236,196,Potenciales
13QD-769,2534303.659,6713483.538,1888.043,120,Potenciales
13QD-770,2534304.089,6713484.322,1888.108,140,Potenciales
13QD-771,2534304.15,6713484.282,1887.641,160.8,Potenciales
13QD-772,2534304.193,6713484.203,1886.945,165,Potenciales
13QD-773,2534304.45,6713484.023,1886.423,200.2,Potenciales
13QD-774,2534123.613,6713409.088,1874.187,575.8,Potenciales
13QD-775,2534305.679,6713487.143,1887.775,175,Potenciales
13QD-776,2534305.556,6713487.46,1888.218,186.1,Potenciales
13QD-777,2534307.858,6713486.799,1887.708,202.7,Potenciales
13QD-778,2534123.628,6713409.033,1874.515,574.5,Potenciales
13QD-779,2534308.467,6713485.241,1887.772,362.5,Potenciales
13QD-780,2534308.081,6713485.969,1887.813,169.4,Potenciales
13QD-781,2534124.979,6713408.99,1874.73,576,Potenciales
13QD-782,2534308.035,6713486.798,1887.789,164.5,Potenciales
13QD-783,2534308.142,6713485.109,1887.795,378,Potenciales
13QD-784,2534125.357,6713409.506,1874.188,583.5,Potenciales
13QD-786,2534308.723,6713485.509,1887.802,363,Potenciales
13QD-787,2534308.779,6713486.13,1887.773,173,Potenciales
13QD-788,2534126.043,6713409.368,1874.249,577.2,Potenciales
13QD-789,2534308.926,6713486.968,1887.771,156,Potenciales
13QD-790,2534309.58,6713485.642,1889.297,184,Potenciales
13QD-791,2534309.137,6713480.092,1887.916,462,Potenciales
13QD-792,2534123.222,6713409.688,1874.2,186.1,Potenciales
13QD-793,2534127.448,6713411.775,1874.024,545.6,Potenciales
13QD-794,2534128.767,6713413.735,1873.89,551,Potenciales
13QD-795,2534311.021,6713477.948,1887.463,564,Potenciales
13QD-796,2534125.944,6713412.21,1873.801,546.5,Potenciales
13QD-797,2534306.934,6713477.486,1887.621,553,Potenciales
13QD-798,2534130.644,6713416.45,1874.13,299,Potenciales
13QD-799,2534130.616,6713416.465,1874.498,288,Potenciales
13QD-800,2534311.936,6713477.886,1887.458,569.5,Potenciales
13QD-801,2534131.848,6713418.415,1874.527,315.5,Potenciales
13QD-802,2534131.339,6713417.219,1875.667,152,Potenciales
13QD-803,2534130.72,6713416.372,1874.364,264.5,Potenciales
13QDR-785,2537473,6714128,1631,300,Potenciales
14QD-804,2534130.437,6713416.496,1874.829,350.5,Potenciales
14QD-805,2534305.228,6713480.13,1887.515,550.5,Potenciales
14QD-806,2534130.597,6713416.466,1876.644,200,Potenciales
14QD-807,2534130.4,6713416.456,1873.622,458,Potenciales
14QD-808,2534304.985,6713479.937,1887.589,605.8,Potenciales
14QD-809,2534130.109,6713415.735,1874.795,22,Potenciales
14QD-810,2534130.267,6713415.952,1874.832,258,Potenciales
14QD-811,2534306.341,6713479.071,1887.591,632.6,Potenciales
14QD-812,2534122.949,6713409.285,1873.688,600.6,Potenciales
14QD-813,2534123.608,6713409.134,1873.671,618,Potenciales
14QD-814,2534122.568,6713409.589,1873.7,601,Potenciales
14QD-815,2534123.078,6713409.891,1873.79,647.6,Potenciales
14QD-816,2534123.132,6713410.155,1873.829,411,Potenciales
14QD-817,2534121.979,6713410.38,1873.846,665.6,Potenciales
14QD-818,2534122.965,6713409.908,1873.782,653,Potenciales
14QD-819,2534131.842,6713421.772,1873.69,84.5,Potenciales
14QD-820,2534129.343,6713415.399,1873.83,79,Potenciales
14QD-821,2534125.694,6713419.8,1873.861,100,Potenciales
14QD-822,2534130.18,6713415.78,1874.301,205.7,Potenciales
14QD-823,2534130.177,6713415.818,1874.997,302,Potenciales
14QD-824,2534131.362,6713417.263,1876.152,340,Potenciales
14QD-825,2534130.007,6713415.245,1875.666,258,Potenciales
14QD-826,2534129.722,6713414.808,1875.469,315.6,Potenciales
14QD-827,2534129.689,6713414.811,1874.947,311,Potenciales
14QD-828,2534310.341,6713475.513,1888.026,200,Potenciales
14QD-829,2534310.321,6713475.567,1887.89,232,Potenciales
14QD-830,2534310.359,6713475.457,1888.29,206,Potenciales
14QD-831,2534306.708,6713489.516,1887.36,194,Potenciales
14QD-832,2534306.68,6713489.685,1889.85,142.4,Potenciales
14QD-833,2534311.8,6713490.4,1887,348,Potenciales
15QD-856,2534311.81,6713490.4,1887,536,Potenciales
15QD-857,2534311.82,6713490.4,1887,524,Potenciales
15QD-858,2534311.83,6713490.4,1887,593,Potenciales
15QD-859,2534311.84,6713490.4,1887,617,Potenciales
15QD-860,2535060.43,6713301.88,1882.755,120,Potenciales
15QD-861,2534125,6713409,1878,559.1,Potenciales
15QD-862,2535060.551,6713301.765,1883.564,108.4,Potenciales
15QD-863,2535060.438,6713301.905,1884.187,107,Potenciales
15QD-864,2535060.012,6713301.806,1882.887,150,Potenciales
15QD-865,2535060.053,6713301.717,1882.488,155.3,Potenciales
15QD-866,2535060.064,6713301.781,1881.965,180,Potenciales
15QD-867,2535060.103,6713301.728,1882.112,102.3,Potenciales
15QD-868,2535059.671,6713301.761,1882.111,109,Potenciales
15QD-869,2535061.646,6713302.552,1883.103,192,Potenciales
15QD-870,2535061.691,6713302.692,1882.677,186,Potenciales
15QD-871,2535061.756,6713302.63,1883.895,170.4,Potenciales
15QD-872,2535062.839,6713303.963,1882.989,237.7,Potenciales
15QD-873,2535062.929,6713303.953,1883.467,231,Potenciales
15QD-874,2535062.607,6713304.241,1883.108,266.4,Potenciales
15QD-875,2535062,6713304,1880,120.2,Potenciales
15QD-876,2535059.802,6713308.407,1883.992,132.1,Potenciales
15QD-877,2535062.01,6713304,1880,141,Potenciales
15QD-878,2535062.02,6713304,1880,147.8,Potenciales
15QD-879,2535062.03,6713304,1880,186,Potenciales
15QD-880,2535062.04,6713304,1880,186.4,Potenciales
15QD-881,2535062.05,6713304,1880,162,Potenciales
15QD-882,2535062.09,6713303.601,1882.301,201,Potenciales
15QD-883,2535062.393,6713303.534,1883.428,246,Potenciales
15QD-884,2535061.986,6713303.637,1881.972,206,Potenciales
15QD-885,2535059.814,6713301.655,1881.239,141,Potenciales
15QD-886,2535059.734,6713302.296,1880.677,105.5,Potenciales
15QD-887,2535063.168,6713304.523,1883.268,228.1,Potenciales
15QDR-834,2535887,6712953,2290,276,Potenciales
15QDR-835,2535887.02,6712953,2290,256,Potenciales
15QDR-836,2535887.01,6712953,2290,250,Potenciales
15QDR-837,2535056,6713221,2210,258,Potenciales
15QDR-838,2534956,6713276,2200,236,Potenciales
15QDR-839,2535039,6713198,2210,184,Potenciales
15QDR-840,2535088,6713179,2210,186,Potenciales
15QDR-841,2535151,6713154,2200,152,Potenciales
15QDR-842,2535431,6713045,2210,262,Potenciales
15QDR-843,2535199,6713136,2210,280,Potenciales
15QDR-844,2535351,6713077,2210,202,Potenciales
15QDR-845,2535499,6713056,2210,202,Potenciales
15QDR-846,2535494,6713019,2210,264,Potenciales
15QDR-847,2535297,6713088,2210,312,Potenciales
15QDR-848,2535283,6713091,2210,224,Potenciales
15QDR-849,2535260,6713098,2210,286,Potenciales
15QDR-850,2535513,6713009,2210,200,Potenciales
15QDR-851,2535482,6713071,2210,378,Potenciales
15QDR-852,2535336,6713083,2210,294,Potenciales
15QDR-853,2535418,6713050,2210,364,Potenciales
15QDR-854,2534970,6713328,2200,206,Potenciales
15QDR-855,2534964,6713330,2200,204,Potenciales
16QD-1000,2536423.524,6712926.308,2445.887,20,Potenciales
16QD-1001,2536424.11,6712927.22,2444.447,180,Potenciales
16QD-1006,2536423.771,6712927.273,2444.912,180,Potenciales
16QD-1014,2536424.045,6712926.655,2445.583,181.2,Potenciales
16QD-1019,2536423.869,6712927.384,2444.111,165,Potenciales
16QD-1023,2536423.627,6712926.624,2445.612,168,Potenciales
16QD-1030,2536426.322,6712927.55,2445.105,194.5,Potenciales
16QD-944,2534638.2,6713981.89,2039.076,70,Potenciales
16QD-945,2534615.77,6713969.44,2040.303,70,Potenciales
